job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
237,adaptation_hi,702146,adaptation,refs/702146.wav,yah chunit column men cells ke kantent kee chauraaee matches kartaa hai,यह चुनित column में cells के कंटेंट की चौड़ाई matches करता है,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00237.wav,7237
238,adaptation_hi,707034,adaptation,refs/707034.wav,ab tables ke saath kuchh aasaan tricks seekhte hain,अब tables के साथ कुछ आसान tricks सीखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00238.wav,7238
239,adaptation_hi,804882,adaptation,refs/804882.wav,main pradarshash ke is bhaag ke lie tabledemo odt kaa upyog karne jaa rahee hoon,मैं प्रदर्शश के इस भाग के लिए tabledemo odt का उपयोग करने जा रही हूं,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00239.wav,7239
240,adaptation_hi,901681,adaptation,refs/901681.wav,tabledemo odt file kholen jise open writer men pahle downloaded kiyaa hai,tabledemo odt file खोलें जिसे open writer में पहले downloaded किया है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00240.wav,7240
241,adaptation_hi,126393,adaptation,refs/126393.wav,poorn column chunne ke lie table ke column ke oopree sire par cursor le jaaen,पूर्ण column चुनने के लिए table के column के ऊपरी सिरे पर cursor ले जाएं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00241.wav,7241
242,adaptation_hi,201350,adaptation,refs/201350.wav,cursor downward arrow men badal jaataa hai,cursor downward arrow में बदल जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00242.wav,7242
243,adaptation_hi,342352,adaptation,refs/342352.wav,ab baaen mouse button par click karen poorn column chaynit hotaa hai,अब बाएं mouse button पर click करें पूर्ण column चयनित होता है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00243.wav,7243
244,adaptation_hi,350956,adaptation,refs/350956.wav,centre align icon par klik karke text ko centre men alaain karen,centre align icon पर क्लिक करके text को centre में अलाइन करें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00244.wav,7244
245,adaptation_hi,433148,adaptation,refs/433148.wav,is column kaa poorn text centre men alaain ho jaataa hai,इस column का पूर्ण text centre में अलाइन हो जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00245.wav,7245
246,adaptation_hi,491095,adaptation,refs/491095.wav,ab achaynit karne ke lie document par kaheen bhee click karen,अब अचयनित करने के लिए document पर कहीं भी click करें,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00246.wav,7246
247,adaptation_hi,702146,adaptation,refs/702146.wav,ab cursor ko table ke oopree baaen kone par le jaaen,अब cursor को table के ऊपरी बाएं कोने पर ले जाएं,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00247.wav,7247
248,adaptation_hi,707034,adaptation,refs/707034.wav,cursor neeche kee or tirchhe arrow men badaltaa hai,cursor नीचे की ओर तिरछे arrow में बदलता है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00248.wav,7248
249,adaptation_hi,804882,adaptation,refs/804882.wav,baayaan mouse button click karen poorn tebal chaynit ho jaataa hai,बायां mouse button click करें पूर्ण टेबल चयनित हो जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00249.wav,7249
250,adaptation_hi,901681,adaptation,refs/901681.wav,table men kisee bhee cell ke andar click karen,table में किसी भी cell के अंदर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00250.wav,7250
251,adaptation_hi,126393,adaptation,refs/126393.wav,is samay toolbar men select table icon par klik karke poore table ko chunen,इस समय toolbar में select table icon पर क्लिक करके पूरे table को चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00251.wav,7251
252,adaptation_hi,201350,adaptation,refs/201350.wav,menu bar men table menu par click karen aur properties chunen,menu bar में table menu पर click करें और properties चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00252.wav,7252
253,adaptation_hi,342352,adaptation,refs/342352.wav,vaikalpik roop se table toolbar men table properties icon par click karen,वैकल्पिक रूप से table toolbar में table properties icon पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00253.wav,7253
254,adaptation_hi,350956,adaptation,refs/350956.wav,kisee bhee tareeke se table properties dialog box khultaa hai yahaan ham kaee taibs aur kaee vikalp dekhte hain,किसी भी तरीके से table properties dialog box खुलता है यहां हम कई टैब्स और कई विकल्प देखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00254.wav,7254
255,adaptation_hi,433148,adaptation,refs/433148.wav,ek dam daaeen or par dhyaan den ki alignment automatic set ho gayaa hai,एक दम दाईं ओर पर ध्यान दें कि alignment automatic set हो गया है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00255.wav,7255
256,adaptation_hi,491095,adaptation,refs/491095.wav,aisaa karne par dialog box men any aksham vikalp saksham ho jaate hain,ऐसा करने पर dialog box में अन्य अक्षम विकल्प सक्षम हो जाते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00256.wav,7256
257,adaptation_hi,702146,adaptation,refs/702146.wav,dialog box ke neeche sthit ok button par click karen,dialog box के नीचे स्थित ok button पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00257.wav,7257
258,adaptation_hi,707034,adaptation,refs/707034.wav,columns ke aakaar men badlaav par dhyaan den,columns के आकार में बदलाव पर ध्यान दें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00258.wav,7258
259,adaptation_hi,804882,adaptation,refs/804882.wav,phir se table men kisee bhee cell ke andar click karen,फिर से table में किसी भी cell के अंदर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00259.wav,7259
260,adaptation_hi,901681,adaptation,refs/901681.wav,phir se table toolbar men table properties icon par click karen,फिर से table toolbar में table properties icon पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_901681_00260.wav,7260
261,adaptation_hi,126393,adaptation,refs/126393.wav,adjust columns proportionally ke lie checkbox par click karen,adjust columns proportionally के लिए checkbox पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_126393_00261.wav,7261
262,adaptation_hi,201350,adaptation,refs/201350.wav,neeche daaeen or sthit ok button dabaaen,नीचे दाईं ओर स्थित ok button दबाएं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00262.wav,7262
263,adaptation_hi,342352,adaptation,refs/342352.wav,table toolbar men select table icon par click karen,table toolbar में select table icon पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_342352_00263.wav,7263
264,adaptation_hi,350956,adaptation,refs/350956.wav,ab table toolbar men optimize size icon par click karen,अब table toolbar में optimize size icon पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_350956_00264.wav,7264
265,adaptation_hi,433148,adaptation,refs/433148.wav,yah rows aur columns kee chauraaee samaayojit karne ke lie shortcut icon hai,यह rows और columns की चौड़ाई समायोजित करने के लिए shortcut icon है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00265.wav,7265
266,adaptation_hi,491095,adaptation,refs/491095.wav,columns ab samaan chauraaee ke ho gae hain,columns अब समान चौड़ाई के हो गए हैं,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00266.wav,7266
267,adaptation_hi,702146,adaptation,refs/702146.wav,ham cursor ke saath border ko kheenchakar column kee chauraaee ko mainyual roop se barhaa sakte hain isee tarah ham chauraaee kam bhee kar sakte hain,हम cursor के साथ border को खींचकर column की चौड़ाई को मैन्युअल रूप से बढ़ा सकते हैं इसी तरह हम चौड़ाई कम भी कर सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00267.wav,7267
268,adaptation_hi,707034,adaptation,refs/707034.wav,ab seekhte hain ki table men cells ke saath kaise kaary karen,अब सीखते हैं कि table में cells के साथ कैसे कार्य करें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00268.wav,7268
269,adaptation_hi,804882,adaptation,refs/804882.wav,shift aur ctrl keez dabaakar cursor ko baaen column ke border par rakhen,shift और ctrl कीज़ दबाकर cursor को बाएं column के border पर रखें,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00269.wav,7269
270,adaptation_hi,901681,adaptation,refs/901681.wav,phir mouse ke saath border ko baaeen or kheenchen jaisaa ki yahaan dikhaayaa gayaa hai us vishesh sel kaa border sthaanaantarit hotaa hai,फिर mouse के साथ border को बाईं ओर खींचें जैसा कि यहां दिखाया गया है उस विशेष सेल का border स्थानांतरित होता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_901681_00270.wav,7270
271,adaptation_hi,126393,adaptation,refs/126393.wav,ab ham cells ko vibhaajit aur vileen karnaa seekhenge,अब हम cells को विभाजित और विलीन करना सीखेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00271.wav,7271
272,adaptation_hi,201350,adaptation,refs/201350.wav,table toolbar men split cells icon par click karen,table toolbar में split cells icon पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_201350_00272.wav,7272
273,adaptation_hi,342352,adaptation,refs/342352.wav,kuchh vikalpon ke saath ek dialog box khultaa hai,कुछ विकल्पों के साथ एक dialog box खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00273.wav,7273
274,adaptation_hi,350956,adaptation,refs/350956.wav,direction field men ham vertically chunenge aur ok button par click karenge,direction field में हम vertically चुनेंगे और ok button पर click करेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00274.wav,7274
275,adaptation_hi,433148,adaptation,refs/433148.wav,is tarah se writer men table men cells vibhaajit aur vileen karte hain,इस तरह से writer में table में cells विभाजित और विलीन करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00275.wav,7275
276,adaptation_hi,491095,adaptation,refs/491095.wav,jo dialog box khultaa hai kuchh vikalp darshaataa hai,जो dialog box खुलता है कुछ विकल्प दर्शाता है,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00276.wav,7276
